id,curso,maior_nota,menor_nota,media,atingiu_media,faltas,status,atraso,acordo,periodo,Label,Score
38811,Administração,"6,21","4,45","5,47",1,12,Cursando,1,0,6,0,0.0038
38813,Educação Física,"8,05","5,1","6,56",1,8,Cursando,1,1,6,0,0.0005
38814,Educação Física,"8,16","5,48","6,72",1,2,Cursando,0,0,6,0,0.0
38815,Administração,"5,28","3,06","4,25",0,18,Cursando,0,0,6,0,0.0469
38816,Educação Física,"7,45",5,"5,69",1,10,Cursando,0,0,6,0,0.3129
38817,Letras,"8,85","5,55","7,11",1,8,Cursando,0,0,6,0,0.0064
38818,Enfermagem,"7,6","0,5","4,52",0,20,Cursando,0,0,6,1,0.7526
38820,Gastronomia,"8,28",5,"6,98",1,0,Cursando,0,0,6,0,0.0012
38821,Biologia,"9,7","5,03","6,95",1,4,Cursando,0,0,6,0,0.0002
38825,Gastronomia,"6,93",5,"5,91",1,8,Cursando,1,0,6,0,0.0008
38828,Administração,"9,13",5,"6,59",1,6,Cursando,0,0,6,0,0.0426
38829,Enfermagem,"7,3","0,5","1,83",0,38,Cursando,1,0,6,0,0.0515
38831,Enfermagem,"1,6",0,"0,64",0,32,Cursando,1,1,4,0,0.0391
38833,Gastronomia,"8,43","5,45","6,81",1,4,Cursando,0,0,6,0,0.0002
38835,Letras,9,"4,7","6,79",1,4,Cursando,0,0,4,0,0.0001
38837,Enfermagem,"9,63","6,29","8,42",1,6,Cursando,0,0,6,0,0.0426
38839,Educação Física,"8,15","2,03","5,19",1,28,Cursando,1,0,6,0,0.0019
38840,Administração,"7,56",5,"5,96",1,14,Cursando,0,0,6,0,0.0013
38841,Biologia,5,"0,56","3,13",0,10,Cursando,1,0,6,0,0.404
38846,Biologia,"5,5","2,75","4,58",0,4,Cursando,0,0,6,0,0.0252
38847,Administração,"9,5",5,"7,81",1,6,Cursando,0,0,6,0,0.0426
38849,Biologia,"8,43",5,"6,69",1,2,Cursando,0,0,6,0,0.0
38851,Enfermagem,"9,55","7,25","8,57",1,4,Cursando,0,0,6,0,0.0004
38854,Administração,"9,05","5,9","7,58",1,4,Cursando,1,0,6,0,0.0002
38858,Administração,"8,88","5,38","7,04",1,6,Cursando,0,0,6,0,0.0763
38860,Educação Física,"8,48","3,25","5,93",1,14,Cursando,0,0,6,0,0.0025
38862,Administração,"9,88","7,88","9,3",1,2,Cursando,0,0,6,0,0.0
38863,Matemática,"9,5","7,77","8,87",1,2,Cursando,0,0,6,0,0.0
38866,Educação Física,"0,64",0,"0,15",0,44,Cursando,0,0,6,0,0.0367
38868,Biologia,"8,45","6,56","7,54",1,4,Cursando,1,0,6,0,0.0012
38872,Gastronomia,"6,7","0,7","3,18",0,12,Cursando,1,0,6,1,0.9466
38873,Educação Física,"6,75","3,45","5,12",1,10,Cursando,0,0,6,0,0.1616
38878,Gastronomia,"7,7","4,6","5,76",1,10,Outros,0,0,6,0,0.1616
38879,Biologia,"7,15","1,55","4,59",0,10,Cursando,0,0,6,1,0.9924
38885,Matemática,"9,88","5,37","7,38",1,4,Cursando,0,0,6,0,0.0017
38887,Biologia,"5,58","1,87","3,64",0,4,Cursando,0,0,6,0,0.0638
38889,Administração,"1,1","0,5","0,77",0,40,Cursando,1,0,6,0,0.0319
38890,Letras,"9,6",5,"6,74",1,8,Cursando,1,0,6,0,0.0017
38891,Gastronomia,"9,46","6,08","7,56",1,4,Cursando,1,0,6,0,0.0013
38892,Administração,"8,08","2,24","5,27",1,22,Cursando,0,0,6,0,0.0003
38893,Gastronomia,"9,5","6,35","8,02",1,4,Cursando,0,0,6,0,0.0019
38895,Letras,"7,8","3,25","5,65",1,2,Cursando,0,0,6,0,0.0001
38902,Gastronomia,"6,51","1,69","4,58",0,26,Cursando,1,0,4,1,0.9876
38908,Enfermagem,"9,55","7,93","9,11",1,0,Cursando,0,0,6,0,0.0034
38909,Administração,"8,6","1,5","5,37",1,6,Cursando,0,0,6,1,0.5524
38910,Gastronomia,"7,95",5,"6,24",1,16,Cursando,0,0,6,0,0.0018
38911,Gastronomia,10,"7,9","8,9",1,2,Cursando,1,0,6,0,0.0001
38912,Gastronomia,"9,38","6,53","8,5",1,4,Cursando,1,0,6,0,0.0013
38915,Educação Física,"3,5","0,15","1,5",0,54,Cursando,1,0,6,0,0.0048
38916,Enfermagem,"9,8","7,34","8,7",1,6,Cursando,0,0,6,0,0.0249
38918,Biologia,"8,35","1,51","5,36",1,10,Cursando,1,0,6,0,0.0007
38919,Administração,"8,6","2,05","5,29",1,2,Evadido,0,0,4,0,0.0001
38920,Educação Física,"6,83","2,92","4,94",0,10,Evadido,0,0,6,1,0.621
38922,Administração,7,"5,07","6,03",1,12,Cursando,0,0,6,0,0.0008
38923,Administração,"6,39","2,13","3,88",0,36,Cursando,0,0,6,0,0.2798
38924,Administração,"7,25","5,08","6,17",1,4,Cursando,0,0,6,0,0.0006
38927,Letras,9,5,"7,63",1,2,Cursando,0,0,6,0,0.0001
38929,Enfermagem,"8,93",5,"6,67",1,6,Cursando,0,0,6,0,0.0249
38932,Matemática,"9,48",5,"7,27",1,4,Cursando,0,0,6,0,0.0006
38933,Educação Física,"5,5","0,5",2,0,46,Evadido,1,0,6,0,0.0201
38935,Educação Física,"7,9","5,33","6,78",1,10,Evadido,1,0,6,0,0.0007
38938,Administração,"7,81","6,1","6,88",1,12,Cursando,1,0,6,0,0.0004
38939,Educação Física,"6,18","3,15","4,83",0,14,Cursando,0,0,6,1,0.8224
38941,Biologia,"8,43","5,1","6,47",1,2,Cursando,1,0,6,0,0.0
38945,Letras,"8,7",5,"7,23",1,8,Cursando,1,0,6,0,0.0001
38947,Biologia,"9,06",5,"6,28",1,4,Cursando,0,0,6,0,0.0006
38950,Matemática,"7,49","0,75","2,85",0,10,Cursando,1,1,2,0,0.1389
38952,Matemática,10,"8,88","9,57",1,2,Cursando,0,0,6,0,0.0
38958,Administração,"7,58","6,14","6,94",1,8,Cursando,0,0,6,0,0.0002
38962,Letras,"8,85","6,9","7,99",1,8,Cursando,1,0,6,0,0.0001
38963,Educação Física,"7,33","0,28","3,79",0,42,Cursando,1,0,6,0,0.0015
38964,Administração,"8,1",1,"5,28",1,12,Cursando,1,0,6,0,0.0019
38970,Educação Física,"6,18","5,18","5,72",1,4,Cursando,0,0,6,0,0.0003
38973,Educação Física,"5,22","3,48","4,45",0,14,Cursando,0,0,4,1,0.9942
38977,Letras,"8,7","5,4","6,72",1,8,Cursando,1,0,6,0,0.0
38978,Letras,"0,9","0,5","0,67",0,30,Cursando,0,0,6,0,0.0163
38981,Enfermagem,"9,3","4,25","6,7",1,10,Cursando,1,0,6,0,0.0004
38982,Administração,"6,76","5,46","6,22",1,5,Cursando,0,0,6,0,0.0808
38985,Enfermagem,"9,3","5,13","7,28",1,8,Cursando,1,0,6,0,0.0
38989,Enfermagem,"9,48","1,68","4,92",0,2,Cursando,0,0,6,0,0.0245
38990,Educação Física,"5,53","0,71","4,35",0,8,Cursando,1,0,6,0,0.0425
38991,Enfermagem,"9,63","6,82","8,41",1,4,Cursando,0,0,6,0,0.0003
38993,Educação Física,"6,45","0,75","3,77",0,56,Cursando,0,0,6,0,0.0007
38996,Letras,"8,45","6,09","7,35",1,14,Cursando,1,0,6,0,0.001
38997,Matemática,"9,88","5,24","8,14",1,2,Cursando,0,0,6,0,0.0
38998,Administração,"8,1","5,2","6,42",1,16,Cursando,1,0,6,0,0.001
38999,Enfermagem,"9,13",5,"6,26",1,4,Cursando,1,0,6,0,0.0001
39003,Matemática,10,"5,9","8,04",1,2,Cursando,0,0,6,0,0.0
39006,Administração,"7,1","3,8","5,8",1,6,Cursando,0,0,6,0,0.0136
39007,Enfermagem,"9,88","7,32","8,57",1,4,Cursando,0,0,6,0,0.0003
39008,Letras,"7,6","1,9","5,9",1,12,Cursando,1,0,6,0,0.0009
39009,Administração,"7,5","5,68","6,7",1,0,Cursando,0,0,6,0,0.0026
39010,Educação Física,"8,2",5,"5,95",1,6,Cursando,0,0,6,0,0.0136
39016,Administração,"5,45","2,75","4,48",0,12,Evadido,1,0,6,0,0.2702
39017,Biologia,"9,43","5,6","7,23",1,0,Cursando,1,0,6,0,0.0002
39018,Gastronomia,"8,8",5,"6,09",1,8,Cursando,0,0,6,0,0.0002
39020,Biologia,5,"2,63","4,2",0,14,Cursando,1,0,2,1,0.9378
39022,Biologia,"9,18",5,"6,77",1,4,Cursando,0,0,6,0,0.0003
39025,Enfermagem,"8,43","3,43","5,46",1,8,Cursando,0,0,6,0,0.0002
39026,Administração,"3,43","0,98","2,03",0,22,Evadido,1,1,4,1,0.576
39028,Educação Física,"6,63",5,"5,92",1,8,Cursando,0,0,6,0,0.0002
39030,Matemática,"8,88","3,58","6,33",1,4,Cursando,1,0,6,0,0.0001
39033,Gastronomia,"7,23",5,"5,93",1,6,Cursando,1,0,6,0,0.0015
39034,Educação Física,"8,53","6,32","7,44",1,4,Cursando,0,0,6,0,0.0003
39036,Biologia,"5,8",0,"4,24",0,16,Cursando,1,0,6,0,0.3801
39041,Administração,"9,35","6,7","8,13",1,4,Outros,0,0,6,0,0.0003
39042,Letras,"9,05",5,"6,62",1,8,Cursando,0,0,6,0,0.0001
39045,Administração,"8,9","7,34","8,11",1,2,Cursando,0,0,6,0,0.0
39046,Enfermagem,"9,25",5,"7,13",1,4,Cursando,1,0,6,0,0.0001
39048,Letras,"8,28",5,"7,13",1,4,Cursando,1,0,6,0,0.0001
39049,Enfermagem,"8,7","3,73","6,34",1,10,Cursando,1,0,6,0,0.0002
39050,Administração,"5,52","0,4","2,43",0,20,Cursando,1,0,6,0,0.011
39053,Biologia,"7,4","5,25","6,44",1,4,Cursando,1,0,6,0,0.0001
39055,Letras,"8,8",5,7,1,8,Cursando,0,0,6,0,0.0001
39057,Educação Física,"6,6",5,"5,59",1,6,Cursando,0,0,6,0,0.0047
39058,Letras,"8,45","2,15","5,43",1,6,Cursando,0,0,6,0,0.0047
39059,Gastronomia,"8,45","6,4","7,41",1,10,Evadido,1,1,6,0,0.0018
39061,Gastronomia,"7,83",5,"6,19",1,8,Cursando,1,0,6,0,0.0
39064,Enfermagem,"9,63","7,66","8,76",1,4,Cursando,0,0,6,0,0.0003
39065,Administração,"9,88","6,23","8,61",1,4,Cursando,0,0,6,0,0.0003
39067,Enfermagem,"8,43","5,93","7,31",1,6,Cursando,0,0,6,0,0.0047
39070,Administração,"8,2","5,23","6,59",1,12,Cursando,0,0,6,0,0.0026
39072,Administração,"8,35","1,56","5,46",1,12,Cursando,0,0,6,0,0.0026
39073,Administração,"8,22","6,43","7,35",1,8,Cursando,1,1,6,0,0.0002
39076,Educação Física,"6,4",5,"5,7",1,10,Cursando,0,0,6,0,0.0025
39077,Matemática,"9,88","5,13","7,28",1,2,Cursando,0,0,6,0,0.0001
39078,Matemática,"8,93",5,"6,75",1,4,Cursando,0,0,6,0,0.0042
39079,Biologia,"4,15","0,75","2,44",0,8,Cursando,0,0,6,0,0.0288
39081,Educação Física,"8,93","6,69","7,83",1,4,Cursando,1,0,6,0,0.0008
39083,Biologia,"8,3","3,28","5,34",1,12,Cursando,1,0,6,0,0.0007
39085,Enfermagem,"6,75","0,75","3,06",0,26,Cursando,0,0,4,1,0.986
39086,Administração,"8,43","6,68","7,94",1,4,Cursando,0,0,6,0,0.0042
39088,Administração,"7,88","6,98","7,37",1,6,Cursando,1,0,6,0,0.0005
39095,Administração,"7,45",5,"5,95",1,4,Cursando,0,0,6,0,0.0042
39097,Enfermagem,"9,63","6,62","7,85",1,8,Cursando,0,0,6,0,0.0001
39099,Enfermagem,"9,03","6,68","7,68",1,8,Cursando,0,0,6,0,0.0001
39100,Matemática,"9,88","6,08","8,15",1,2,Cursando,0,0,6,0,0.0001
39101,Gastronomia,"9,18","3,83","6,38",1,6,Cursando,1,0,6,0,0.0005
39103,Enfermagem,"8,25","1,69","4,94",0,14,Cursando,1,0,6,0,0.1581
39105,Administração,"6,97",5,"5,94",1,10,Cursando,1,0,6,0,0.057
39113,Educação Física,"2,04",0,"0,71",0,32,Evadido,1,0,6,0,0.0036
39119,Educação Física,"6,45","2,18","4,5",0,10,Evadido,1,0,6,0,0.0225
39121,Gastronomia,"8,15",5,"6,17",1,6,Outros,0,0,4,0,0.0755
39129,Letras,"9,3","5,79","7,4",1,6,Cursando,1,0,6,0,0.0403
39130,Letras,"8,05","2,78","5,8",1,8,Cursando,0,0,6,0,0.0327
39135,Educação Física,"6,98","3,36","5,23",1,12,Cursando,1,0,6,0,0.2119
39136,Educação Física,"8,03","2,08","4,76",0,14,Cursando,1,0,6,1,0.537
39137,Letras,"1,1","0,5","0,65",0,60,Evadido,1,0,2,0,0.0148
39140,Educação Física,"6,98",5,"5,65",1,6,Cursando,1,0,6,0,0.1484
39141,Educação Física,"9,28","5,82","7,3",1,8,Cursando,1,0,2,0,0.0417
39145,Letras,10,"7,8","8,92",1,4,Outros,1,0,6,0,0.0251
39146,Gastronomia,"7,55","2,65","5,25",1,8,Cursando,1,0,4,0,0.3209
39147,Educação Física,"6,23","3,78","5,39",1,8,Cursando,0,0,6,0,0.2108
39148,Biologia,"0,6",0,"0,1",0,36,Outros,0,0,4,0,0.0554
39152,Educação Física,"6,93","5,03","5,77",1,8,Cursando,1,0,4,0,0.3209
39153,Letras,"7,2",3,"4,07",0,10,Evadido,0,0,4,1,0.8248
39154,Gastronomia,"7,6","1,43","4,63",0,6,Cursando,0,0,6,0,0.115
39156,Enfermagem,"9,5","6,85","8,24",1,6,Cursando,0,0,6,1,0.5367
39157,Administração,"5,58","5,11","5,34",1,12,Cursando,0,0,6,0,0.0533
39158,Gastronomia,"8,93","5,16","7,28",1,8,Cursando,0,0,6,0,0.2108
39159,Administração,"7,52",5,"5,78",1,10,Cursando,1,0,6,0,0.037
39160,Gastronomia,"9,5","6,9","8,62",1,6,Cursando,1,0,6,0,0.1484
39163,Educação Física,"7,08","3,68","5,66",1,14,Cursando,0,0,6,0,0.0031
39167,Matemática,"7,98","3,13","4,77",0,6,Cursando,1,0,4,0,0.0133
39170,Administração,"6,68","1,03","4,25",0,8,Cursando,0,0,6,1,0.9634
39173,Administração,"7,44","6,43",7,1,12,Cursando,0,0,6,0,0.0107
39175,Letras,"8,1","2,03","5,27",1,12,Cursando,0,0,6,0,0.0107
39176,Letras,"8,56","4,08","6,24",1,8,Cursando,1,0,6,0,0.0099
39178,Matemática,"7,03","1,28","4,66",0,6,Cursando,1,0,6,0,0.0137
39179,Educação Física,"6,8","1,97","5,47",1,32,Cursando,1,0,6,0,0.0
39183,Administração,"6,95","5,26","6,19",1,6,Cursando,0,0,6,0,0.4585
39185,Administração,"6,1","2,32","4,02",0,12,Cursando,1,0,2,1,0.9348
39190,Administração,"7,1","5,5","6,26",1,10,Cursando,1,0,6,0,0.0006
39191,Matemática,"9,75","7,63","8,9",1,2,Cursando,1,0,6,0,0.0
39200,Enfermagem,"9,75","7,05","8,65",1,6,Cursando,0,0,6,0,0.0935
39204,Educação Física,"7,93",5,"6,49",1,14,Cursando,1,0,6,0,0.0005
39207,Matemática,"9,38","5,73","7,57",1,6,Cursando,1,0,6,0,0.015
39212,Administração,"7,75","5,55","6,4",1,6,Cursando,1,0,6,0,0.015
39214,Administração,"8,38","5,48","6,81",1,8,Cursando,0,0,6,0,0.0034
39216,Administração,"6,5","2,25","4,53",0,2,Cursando,1,0,6,0,0.0007
39217,Matemática,10,"5,05","7,49",1,4,Cursando,1,0,6,0,0.0061
39219,Gastronomia,"8,79",5,"6,51",1,4,Cursando,0,1,6,0,0.0958
39220,Enfermagem,"8,55","3,58","5,38",1,10,Cursando,0,0,6,0,0.0026
39221,Biologia,"5,64","4,3",5,1,10,Cursando,1,0,6,0,0.0006
39223,Educação Física,"8,08","1,53","5,14",1,8,Cursando,0,0,6,0,0.0034
39224,Administração,"8,8","6,3",8,1,8,Cursando,1,0,6,0,0.0007
39227,Letras,"9,6","5,3","8,1",1,0,Cursando,0,0,6,0,0.0053
39228,Administração,"9,65","7,72","8,55",1,4,Cursando,1,0,6,0,0.0061
39229,Administração,"9,75","5,9","8,24",1,6,Cursando,1,0,6,0,0.015
39230,Administração,"6,75",5,"6,07",1,8,Cursando,0,0,6,0,0.0034
39232,Educação Física,"7,88","5,23","6,28",1,4,Cursando,1,1,6,0,0.0619
39234,Ciências Contábeis,"6,35","2,35","4,89",0,8,Cursando,0,0,2,1,0.9989
39235,Matemática,"9,88","5,6","7,72",1,2,Cursando,0,0,6,0,0.0001
39236,Letras,"9,5","2,6","6,93",1,8,Cursando,1,0,4,0,0.0
39239,Gastronomia,10,"5,85","8,1",1,4,Cursando,1,0,6,0,0.0031
39242,Letras,10,"7,9","8,99",1,6,Cursando,0,0,6,0,0.0211
39246,Letras,"8,3","5,13","7,35",1,4,Cursando,0,0,6,0,0.0031
39247,Administração,"6,63","5,17","6,04",1,4,Cursando,1,0,6,0,0.0031
39249,Educação Física,"8,5",6,"7,19",1,10,Cursando,0,0,6,0,0.0006
39250,Educação Física,"7,27","1,33","5,22",1,8,Cursando,1,0,6,0,0.0003
39251,Letras,10,"6,82","8,88",1,6,Cursando,0,0,6,0,0.0211
39252,Educação Física,"8,2",5,"6,41",1,4,Cursando,1,1,6,0,0.0321
39253,Enfermagem,"9,35","5,35","7,24",1,4,Cursando,0,0,6,0,0.0031
39254,Administração,"0,91","0,15","0,31",0,32,Evadido,1,0,6,0,0.0001
39256,Educação Física,"6,2","0,75","3,97",0,8,Cursando,0,0,6,0,0.0805
39258,Administração,"7,15",5,"6,2",1,10,Cursando,0,0,6,0,0.0006
39262,Administração,"9,25","7,55","8,38",1,12,Cursando,0,0,6,0,0.0003
39263,Administração,"8,38","5,53","6,27",1,8,Cursando,0,0,6,0,0.0009
39264,Educação Física,"6,1","1,43","4,38",0,16,Cursando,0,0,6,0,0.1867
39265,Letras,"9,4",5,"6,64",1,8,Cursando,1,1,6,0,0.0075
39266,Letras,"6,6","3,3","5,12",1,10,Cursando,1,0,6,0,0.0002
39268,Educação Física,"9,8",7,"8,47",1,2,Cursando,0,0,6,0,0.0
39269,Letras,"7,9","1,75","4,41",0,8,Cursando,0,0,6,0,0.0805
39270,Gastronomia,"9,53","5,75","7,89",1,2,Cursando,0,0,6,0,0.0
39276,Educação Física,"6,25","4,13","5,51",1,10,Cursando,0,0,6,0,0.0006
39277,Enfermagem,"9,5","6,3","7,85",1,2,Cursando,0,0,6,0,0.0
39278,Administração,"8,38","5,93","7,38",1,0,Cursando,1,0,8,0,0.0001
39284,Letras,"8,7",6,"7,65",1,6,Cursando,0,0,6,0,0.0314
39287,Administração,"9,63","6,63","8,33",1,8,Aluno Formado,0,0,10,0,0.0005
39288,Administração,8,5,"6,43",1,8,Cursando,0,0,8,0,0.0003
39289,Enfermagem,"9,18",5,"6,66",1,6,Cursando,1,0,6,0,0.0063
39290,Enfermagem,"9,38","2,61","5,52",1,10,Cursando,0,0,6,0,0.0008
39291,Administração,"7,95","0,75","3,42",0,60,Cursando,0,0,6,0,0.0014
39294,Gastronomia,"9,55","8,2","8,76",1,6,Cursando,0,0,8,0,0.001
39297,Administração,"4,13","0,25","1,84",0,56,Evadido,1,0,6,0,0.0005
39300,Enfermagem,"7,38",5,"6,17",1,4,Cursando,0,0,8,0,0.0002
39301,Administração,"6,7","5,22","6,05",1,16,Cursando,1,0,6,0,0.0004
39302,Administração,"7,98","1,28","4,17",0,14,Cursando,1,0,6,0,0.0593
39304,Enfermagem,"8,3","5,55","6,68",1,6,Cursando,0,0,8,0,0.1002
39308,Letras,"9,8","2,25","6,03",1,4,Cursando,1,0,6,1,0.7844
39309,Educação Física,"8,4","3,15","6,02",1,20,Cursando,1,0,6,0,0.0003
39315,Administração,"8,1","6,4","7,33",1,16,Cursando,1,1,8,0,0.0004
39316,Enfermagem,"9,6","5,65","7,95",1,6,Cursando,1,0,6,1,0.5032
39317,Administração,"2,91","0,5","1,39",0,28,Evadido,1,0,2,0,0.0174
39319,Administração,"6,87","0,75","4,87",0,20,Cursando,1,0,6,0,0.0041
39320,Administração,"6,49","2,29","4,83",0,20,Outros,1,0,6,0,0.0041
39322,Educação Física,"9,1","6,13","7,26",1,8,Cursando,1,0,8,0,0.0076
39324,Administração,"6,63","3,66","5,03",1,8,Cursando,0,0,6,0,0.4999
39325,Administração,"5,93","5,08","5,5",1,12,Cursando,1,0,8,0,0.0007
39326,Administração,"8,73","5,33","7,34",1,2,Cursando,1,0,6,0,0.0042
39327,Letras,"8,05","6,43","7,21",1,8,Cursando,0,0,6,0,0.4999
39328,Letras,"8,96","5,06","6,6",1,6,Cursando,1,0,8,0,0.0195
39329,Letras,"8,23",5,"6,87",1,8,Cursando,0,0,6,0,0.4999
39334,Educação Física,"8,05",5,"6,06",1,8,Cursando,1,0,8,0,0.007
39338,Gastronomia,"7,38","5,33","6,1",1,12,Cursando,1,0,6,1,0.6563
39340,Letras,"8,9",5,"7,05",1,10,Cursando,1,0,8,0,0.0049
39341,Enfermagem,"8,3","5,5","6,82",1,8,Cursando,0,0,6,0,0.4457
39344,Educação Física,"7,9","6,32","7,32",1,14,Cursando,0,0,10,0,0.2104
39345,Educação Física,5,"0,51","3,42",0,12,Cursando,1,0,6,0,0.0624
39349,Letras,10,"8,59","9,4",1,4,Cursando,0,0,6,0,0.2109
39351,Biologia,"7,8",1,"4,96",0,10,Outros,0,0,6,1,0.6292
39353,Letras,8,"6,18","7,39",1,6,Cursando,0,0,6,1,0.586
39357,Administração,"6,9","4,1","5,34",1,10,Cursando,0,0,6,1,0.9074
39364,Letras,"9,25","6,23","7,84",1,2,Cursando,0,0,6,0,0.005
39368,Educação Física,"6,48","2,68","4,04",0,12,Cursando,1,0,6,0,0.0624
39372,Administração,"8,15","2,73","5,11",1,4,Cursando,1,0,6,0,0.1317
39375,Matemática,"5,99","0,35","3,65",0,52,Cursando,1,1,6,0,0.001
39377,Educação Física,"6,1","1,13","4,16",0,14,Cursando,0,0,6,0,0.0999
39378,Administração,"6,29",5,"5,3",1,6,Cursando,0,0,6,0,0.0092
39379,Administração,"6,58","2,78","4,42",0,6,Cursando,0,0,6,0,0.0144
39383,Educação Física,"7,1","3,8","5,52",1,2,Cursando,1,0,6,0,0.0012
39384,Educação Física,"7,83","6,28","7,36",1,12,Cursando,0,0,8,0,0.0004
39385,Enfermagem,"6,75","0,78","4,29",0,8,Cursando,1,0,6,0,0.0586
39386,Educação Física,"6,68","4,56","5,55",1,16,Cursando,1,0,8,0,0.0033
39388,Enfermagem,"9,88","7,18","8,96",1,5,Cursando,0,0,8,0,0.0296
39390,Administração,"6,65","2,99","4,92",0,12,Cursando,0,0,6,0,0.0053
39393,Educação Física,"9,43","5,18","6,4",1,10,Outros,1,0,6,0,0.175
39397,Enfermagem,"8,63","5,19","6,56",1,6,Cursando,0,0,6,0,0.0067
39402,Enfermagem,"8,54",5,"6,52",1,6,Cursando,0,0,8,0,0.0006
39404,Administração,5,"0,5","2,23",0,22,Cursando,1,0,6,1,0.9445
39405,Educação Física,"7,3","4,17","5,71",1,8,Cursando,1,0,6,0,0.114
39415,Administração,"7,48","5,45","6,79",1,12,Cursando,0,0,6,0,0.0494
39416,Gastronomia,"8,18","5,16","6,83",1,8,Cursando,0,0,6,0,0.0092
39417,Enfermagem,"9,68","1,38","5,5",1,12,Cursando,0,0,6,0,0.0494
39418,Biologia,"6,93","2,65","5,44",1,6,Cursando,0,0,4,0,0.0004
39420,Letras,"9,25","5,95","8,25",1,18,Cursando,1,0,10,0,0.0226
39426,Letras,8,"2,35","5,83",1,10,Cursando,1,0,6,0,0.2964
39431,Administração,"6,88",5,"5,47",1,18,Cursando,0,0,6,0,0.1543
39433,Gastronomia,"8,48","5,38","7,08",1,12,Cursando,1,0,8,0,0.0013
39435,Administração,"0,15","0,15","0,15",0,48,Evadido,1,0,6,0,0.0158
39437,Educação Física,"7,83",5,"5,81",1,16,Cursando,1,0,4,0,0.024
39438,Administração,"6,28","1,83","4,58",0,22,Cursando,1,0,6,0,0.2144
39442,Letras,"7,5","0,5","2,57",0,24,Evadido,1,0,6,1,0.5972
39444,Educação Física,"8,75","6,15","7,43",1,6,Cursando,0,0,8,0,0.0002
39446,Administração,"7,5","4,4","5,93",1,9,Outros,0,0,6,0,0.2018
39447,Letras,"9,14","6,7","7,66",1,12,Cursando,1,0,8,0,0.0001
39449,Enfermagem,"8,9","5,93","7,5",1,12,Evadido,1,1,6,0,0.0023
39452,Educação Física,"8,55","5,1","7,36",1,8,Cursando,1,0,8,0,0.0013
39461,Matemática,"7,95","5,2","6,65",1,6,Cursando,0,0,8,0,0.0002
39464,Gastronomia,"9,35",6,"7,8",1,2,Cursando,1,0,6,0,0.0002
39469,Administração,"8,64","6,15","7,62",1,0,Outros,1,0,6,0,0.0014
39473,Administração,"9,53","6,38","7,95",1,2,Cursando,1,0,6,0,0.0002
39474,Matemática,"6,68",1,"3,36",0,16,Evadido,1,0,4,0,0.2927
39477,Educação Física,"6,68",5,"5,79",1,8,Cursando,0,0,6,0,0.0048
39479,Gastronomia,"7,53","4,08","5,89",1,12,Cursando,0,0,6,0,0.0006
39481,Letras,"8,7","5,59","7,5",1,6,Cursando,0,0,6,0,0.0015
39482,Educação Física,"3,6","0,25","1,42",0,42,Cursando,1,0,6,0,0.0427
39484,Enfermagem,10,"5,97","8,3",1,4,Cursando,0,0,6,0,0.0005
39485,Letras,"5,45","1,76","4,6",0,10,Cursando,1,0,6,0,0.0236
39486,Letras,"8,6","5,3","6,86",1,4,Cursando,0,0,6,0,0.0005
39487,Biologia,"6,78","1,48","5,12",1,26,Cursando,1,0,8,0,0.0
39488,Administração,"9,01","6,13","7,67",1,4,Cursando,1,0,6,0,0.0011
39489,Matemática,"8,05","1,3","3,97",0,8,Cursando,1,0,4,0,0.0173
39490,Letras,"6,78","2,18","5,06",1,8,Cursando,1,0,6,0,0.0134
39492,Letras,"8,85",5,"6,79",1,6,Cursando,1,0,6,0,0.0015
39493,Educação Física,"7,2",1,"4,52",0,40,Cursando,1,0,6,0,0.0455
39498,Educação Física,"8,78","6,86","8,1",1,6,Cursando,0,0,10,0,0.0002
39499,Letras,"7,65","3,33","5,65",1,12,Cursando,0,0,6,0,0.0003
39503,Educação Física,7,"2,4","5,33",1,12,Cursando,0,0,6,0,0.0003
39504,Gastronomia,"6,23","2,22","4,79",0,18,Cursando,1,0,6,0,0.05
39505,Administração,"9,88","5,61","7,52",1,8,Outros,0,0,6,0,0.0048
39506,Administração,"9,15","5,92","7,68",1,2,Cursando,0,0,6,0,0.0001
39507,Administração,"9,1","5,94","7,17",1,8,Cursando,0,0,6,0,0.0048
39508,Biologia,"9,31","5,18","7,22",1,6,Cursando,1,0,6,0,0.0015
39511,Educação Física,"6,88","5,1","6,12",1,8,Cursando,0,1,4,0,0.0004
39518,Administração,"7,98",5,"5,9",1,14,Cursando,0,0,6,0,0.0004
39522,Administração,8,"0,5","4,01",0,10,Cursando,1,0,6,0,0.0236
39523,Letras,"9,15",1,"5,54",1,38,Cursando,0,0,6,0,0.0004
39524,Administração,8,"5,77","6,69",1,12,Cursando,0,0,6,0,0.0003
39525,Gastronomia,"8,1","6,17","7,07",1,16,Cursando,0,0,6,0,0.0078
39526,Administração,"9,35","8,1","8,43",1,2,Cursando,0,0,6,0,0.0001
39531,Letras,"7,7",0,"2,9",0,24,Cursando,0,0,6,0,0.1077
39532,Gastronomia,"8,95","6,06","6,95",1,8,Cursando,0,0,6,0,0.0069
39533,História,"8,14",5,"7,11",1,10,Aluno Formado,0,0,4,0,0.0
39536,Gastronomia,"8,43","5,85","7,2",1,2,Cursando,1,0,6,0,0.0002
39539,Administração,10,"8,5","9,3",1,2,Cursando,0,0,6,0,0.0002
